updated_at,small_step_id,small_step_name,source_ss_wr_desc,candidate_ss_desc,source_word_count,candidate_word_count,model,tokens_used
2026-05-21T13:08:23,Year 10_14-15_Summer_Higher_Angles_7_Solve problems with angles and algebra,Solve problems with angles and algebra,"In this small step, students apply angle facts and algebraic techniques to solve multi-step geometric problems involving algebraic expressions. Begin by revisiting the key angle relationships, such as angles in polygons and in parallel lines, ensuring that students can justify each fact before using it. Demonstrate how to form and solve equations based on angle facts, and model how to check that solutions are accurate and realistic. Ensure that students build clear chains of reasoning and explain why each step is valid. To strengthen understanding, use problems that involve several intersecting lines, shapes in less familiar orientations and simultaneous angle relationships. Challenge students further by asking them to create and solve their own algebraic angle problems. Misconceptions and common errors • Students may form incorrect equations if they misidentify an angle fact. • Students may assume diagrams are drawn to scale when they are not. • Students may incorrectly simplify algebraic expressions. Year 10 | Summer term | Block 1 – Angles | Step 7 Mathematical talk • What do you know? What can you work out? • Are there any equal angles? How can we form an equation based on this? • Can we form any equations? Why or why not? Do we have enough information to solve them? • Once we have found the value of x, how can we work out the size of each angle? • Two alternate angles are labelled 3x + 22 and x + 55 What do you know about the angles? How can this help us to form an equation? • Two co-interior angles are labelled 3x + 22 and x + 55 What do you know about the angles? How can this help us to form an equation? • The interior angles in a pentagon are x, 2x, 3x, 4x and 5x. What angle fact do you know that will help us to form an equation? H National Curriculum links • Translate simple situations or procedures into algebraic expressions or formulae; derive an equation (or two simultaneous equations), solve the equation(s) and interpret the solution","Students apply angle facts and algebraic techniques to solve multi-step geometric problems. They revisit key angle relationships, form and solve equations, and check solutions for accuracy. Problems involve intersecting lines and simultaneous angle relationships. Students create and solve their own algebraic angle problems, addressing misconceptions like misidentifying angle facts or incorrect simplification of expressions.",344,54,gpt-4o,634
2026-05-21T13:08:25,Year 10_14-15_Summer_Higher_Angles_8_Prove geometric facts (E),Prove geometric facts (E),"In this extend step, students begin to use clear reasoning to prove geometric facts. Start by revisiting familiar angle facts, ensuring students can state each fact accurately. Model how to build a simple chain of reasoning using statements such as “because alternate angles are equal” or “because angles in a triangle sum to 180°”. Encourage students to write each step clearly and to justify their answers. Make sure that students understand that a proof must show a fact works in every case, not just for one example. Model to students how to structure their reasoning so it clearly shows a logical progression from the given information to the conclusion. Provide opportunities to spot errors in worked examples so they can recognise incomplete or incorrect reasoning. Misconceptions and common errors • Students may not justify their answers or give reasons for why they have applied certain angle facts. • Students may write conclusions without clearly showing the logical steps that lead to them. • Students may assume that diagrams are drawn to scale when they are not. • Students may believe they have proven a fact when they have only shown it works for one case. Year 10 | Summer term | Block 1 – Angles | Step 8 Mathematical talk • How can you tell which angle facts are needed to prove a statement? • Do angles in all triangles sum to 180°? Show how you know. • Is it possible for angles to be alternate if the lines are not parallel? Show how you know. • What do you notice about the sum of interior angles in a polygon when the number of sides increases by 1? • Does your reasoning work for all examples? How do you know? • Have you used correct mathematical language throughout your proof? Why is this important? • When two angles appear equal, how can you justify this rather than relying on the diagram? H National Curriculum links • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ Theorem, and use known results to obtain simple proofs (KS3) E","In this step, students use reasoning to prove geometric facts, revisiting angle facts and constructing logical chains like “because alternate angles are equal.” Students should write and justify each step, ensuring proofs apply universally. They will identify errors in examples, avoiding assumptions about scale and ensuring logical progression in proofs.",356,50,gpt-4o,621
2026-05-21T13:08:26,Year 10_14-15_Summer_Foundation_Angles_9_Prove geometric facts (E),Prove geometric facts (E),"In this extend step, students begin to use clear reasoning to prove geometric facts. Start by revisiting familiar angle facts, ensuring students can state each fact accurately. Model how to build a simple chain of reasoning using statements such as “because alternate angles are equal” or “because angles in a triangle sum to 180°”. Encourage students to write each step clearly and to justify their answers. Make sure that students understand that a proof must show a fact works in every case, not just for one example. Model to students how to structure their reasoning so it clearly shows a logical progression from the given information to the conclusion. Provide opportunities to spot errors in worked examples so they can recognise incomplete or incorrect reasoning. Misconceptions and common errors • Students may not justify their answers or give reasons for why they have applied certain angle facts. • Students may write conclusions without clearly showing the logical steps that lead to them. • Students may assume that diagrams are drawn to scale when they are not. • Students may believe they have proven a fact when they have only shown it works for one case. Year 10 | Summer term | Block 1 – Angles | Step 9 Mathematical talk • How can you tell which angle facts are needed to prove a statement? • Do angles in all triangles sum to 180°? Show how you know. • Is it possible for angles to be alternate if the lines are not parallel? Show how you know. • What do you notice about the sum of interior angles in a polygon when the number of sides increases by 1? • Does your reasoning work for all examples? How do you know? • Have you used correct mathematical language throughout your proof? Why is this important? • When two angles appear equal, how can you justify this rather than relying on the diagram? F National Curriculum links • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ Theorem, and use known results to obtain simple proofs (KS3) E","In this step, students use reasoning to prove geometric facts. They revisit angle facts and build reasoning chains, such as “alternate angles are equal” or “angles in a triangle sum to 180°.” Students must justify each step and ensure proofs apply universally. They identify errors in examples and avoid assumptions from diagrams.",356,52,gpt-4o,625
2026-05-21T13:08:28,Year 10_14-15_Summer_Higher_Graphs and diagrams_1_Pie charts,Pie charts,"In this small step, students recap their learning from Year 8 on drawing and interpreting pie charts. Remind students that a pie chart represents a whole split into parts, with each sector showing a fraction of the total and all sectors summing to 360°. Make clear links between proportions, fractions and angles to show how they describe the same information. Emphasise the accurate use of a protractor when constructing sectors and highlight the importance of clear labelling. Introduce data given as percentages, fractions or bar charts for conversion into a pie chart. Encourage students to interpret pie charts by identifying key categories and, when comparing two charts, recognising that without totals only proportions can be compared. Misconceptions and common errors • Students may use the frequency as the angle size instead of working out the angle. • Students may not label the sectors. • When comparing two pie charts, students may assume equal sectors in different pie charts always represent the same frequency. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 1 Mathematical talk • What is the total frequency of the data set? • How can we calculate the angle for one category if we know its frequency and the total? • How does using the formula sector angle = frequency total × 360° calculate the number of degrees that is proportional to the total? • How can percentages be used to calculate sector angles? • How can you tell which category represents the greatest/least proportion of the whole? • If you know the angle of a sector on a pie chart, how can you work out what fraction of the whole this represents? • How could you work out how many students the sector represents if the total is ? H National Curriculum links • Construct and interpret appropriate tables, charts, and diagrams, including frequency tables, bar charts, pie charts, and pictograms for categorical data, and vertical line (or bar) charts for ungrouped and grouped numerical data (KS3)","Students review drawing and interpreting pie charts, emphasizing that pie charts represent a whole divided into parts, with sectors summing to 360°. They learn to convert data from percentages, fractions, or bar charts into pie charts, using a protractor accurately and labeling clearly. Students interpret pie charts by comparing proportions, not frequencies, across different charts.",336,55,gpt-4o,608
2026-05-21T13:08:29,Year 10_14-15_Summer_Higher_Graphs and diagrams_2_Time series graphs,Time series graphs,"In this small step, students recap their Year 7 learning on drawing and interpreting time series graphs. Remind them that these graphs show changes over time and require clearly labelled axes for accurate interpretation. Emphasise that time is always plotted on the horizontal axis and that equal intervals are essential. Encourage students to discuss upward or downward trends, along with periods of stability. Emphasise that while time series graphs highlight overall trends, short-term fluctuations may not always reflect the longer-term trend. Discuss with students how time series graphs with points joined by solid lines imply that it is possible to estimate information between data points, while points joined by dashed lines imply that the data between these points is not reliable. Misconceptions and common errors • Students may focus on specific points on a graph rather than the overall trends. • Students may assume that trends will always be consistent. • Students may use solid lines instead of dashed lines or vice versa. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 2 Mathematical talk • Does the time series graph have to start at zero? Explain your answer. • How can you show that your axis has not started from zero? • What does the overall trend of the graph show? • How can you describe the trend in this part of the graph? • Could there be a seasonal pattern? Explain your answer. • Is there a point that does not fit the general pattern? Why might that be? • Can the time series graph be used to estimate between data points? Explain your answer. • What similarities and what differences do you notice when comparing these two time series graphs? H National Curriculum links • Interpret and construct tables and line graphs for time series data","Students revisit Year 7 concepts on time series graphs, focusing on changes over time with clearly labelled axes. Time is plotted on the horizontal axis with equal intervals. Discuss trends, stability, and short-term fluctuations. Solid lines suggest interpolation between points, while dashed lines indicate unreliable data. Address misconceptions about trends and line types.",304,53,gpt-4o,555
2026-05-21T13:08:31,Year 10_14-15_Summer_Higher_Graphs and diagrams_3_Frequency polygons,Frequency polygons,"In this small step, students draw and interpret frequency polygons. Begin by modelling how to construct a frequency polygon by identifying the midpoint of each class interval, plotting these points and joining them with straight lines. Highlight that the horizontal axis shows data from the class intervals as a continuous scale and the vertical axis shows the frequencies. Discuss with students why midpoints of the class intervals are used to plot the data on the horizontal axis and to describe what the shape of the frequency polygon shows, such as increases or decreases in the data. Model how to compare two frequency polygons on the same axes and explain how the overall shape helps students interpret and compare different distributions. Misconceptions and common errors • Students may plot the class boundaries rather than the midpoint. • Students may join the first and last points to form a polygon. • Students may draw bars instead of a polygon. • Students may incorrectly join the points using a curve instead of straight lines. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 3 Mathematical talk • What is the difference between a midpoint and an endpoint? • Given the boundaries of a class interval, how do you work out the midpoint? • Why do we plot the midpoint instead of the class boundaries? • How does the scale on a set of axes affect how a frequency polygon looks? • What does the steepest part of the polygon tell you about the data? • Does the line between two points represent actual data or an estimate? Explain how you know. H National Curriculum links • Interpret, analyse and compare the distributions of data sets from univariate empirical distributions through: appropriate graphical representation involving discrete, continuous and grouped data, {including box plots}","Students learn to draw and interpret frequency polygons by plotting midpoints of class intervals and connecting them with straight lines. The horizontal axis represents continuous data, and the vertical axis shows frequencies. Discuss the significance of midpoints and how the shape of frequency polygons reveals data trends. Address common errors like plotting boundaries or using curves.",304,56,gpt-4o,549
2026-05-21T13:08:32,Year 10_14-15_Summer_Higher_Graphs and diagrams_4_Stem-and-leaf diagrams,Stem-and-leaf diagrams,"In this small step, students draw and interpret stem-and-leaf diagrams. Begin by explaining that these diagrams organise numerical data, using the stem to show place value and the leaf to show the final digit, allowing all values to remain visible. Emphasise that including a clear key is essential so the data can be correctly interpreted. Model how to organise the data, select a suitable stem, and record each leaf clearly so digits align. Revisit how to calculate averages and the range by finding the difference between the greatest and smallest values in the set. Include examples with decimal values, such as 7|3 representing 7.3 As students develop confidence, introduce back-to-back stem- and-leaf diagrams to compare two data sets. Misconceptions and common errors • Students may write leaves out of order instead of listing them from smallest to largest. • Students may forget to include a key, which can make it difficult to interpret the values represented. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 4 Mathematical talk • What does the stem represent in this diagram? How do you know? • Why do we list the leaves in ascending order rather than the order they were collected? • Why is a key important when interpreting the values from a stem-and-leaf diagram? • What is the smallest value and what is the largest? How do you know? • What does the length of each row suggest about the distribution of values? • How would this diagram change if the data included decimals? • When might a back-to-back stem-and-leaf diagram be useful? H National Curriculum links • Interpret, analyse and compare the distributions of data sets from univariate empirical distributions through: appropriate graphical representation involving discrete, continuous and grouped data, {including box plots}","Students learn to draw and interpret stem-and-leaf diagrams, using the stem for place value and the leaf for the final digit. Emphasize the importance of a clear key for accurate interpretation. Teach organizing data, selecting stems, and aligning leaves. Include examples with decimals and introduce back-to-back diagrams for comparing data sets. Address common errors like unordered leaves and missing keys.",297,60,gpt-4o,582
2026-05-21T13:08:34,Year 10_14-15_Summer_Higher_Graphs and diagrams_5_Draw histograms,Draw histograms,"In this small step, students learn how to represent grouped data as a histogram. Highlight that the area of each bar of a histogram represents the frequency and provide opportunities for students to explore links between the class width and height of each bar. Explain that the height of each bar is the frequency density and explore the effect of using different scales for the frequency density axis. If appropriate, students can also explore creating their own axis or using different classes within a given data set. Misconceptions and common errors • Students may draw bars with equal widths even when class intervals differ. • Students may plot frequency instead of frequency density on the vertical axis. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 5 Mathematical talk • What is the same and what is different between a histogram and a bar chart? • What does the height of each bar represent? • If we know the class width and the frequency, how can we calculate the frequency density? • Why do we record frequency density rather than frequency on the vertical axis? • How does class width affect the appearance of the bars? • How can you check that the area of a bar correctly represents the frequency? • Where do the class intervals begin and end on the horizontal axis? • If the width of a class interval is doubled, what must happen to its height for the area to remain correct? H National Curriculum links • {construct and interpret diagrams for grouped discrete data and continuous data, i.e. histograms with equal and unequal class intervals and cumulative frequency graphs, and know their appropriate use}","Students learn to represent grouped data as a histogram, understanding that each bar's area represents frequency. They explore the relationship between class width and bar height, where height is frequency density. Students may create axes or use different classes. Common errors include equal bar widths for differing intervals and plotting frequency instead of frequency density.",284,55,gpt-4o,524
2026-05-21T13:08:35,Year 10_14-15_Summer_Higher_Graphs and diagrams_6_Interpret histograms,Interpret histograms,"In this small step, students build on their understanding of drawing histograms to now interpret them. Recap that histograms show continuous data and that the area of each bar represents frequency. Guide students to examine a single bar and identify what they know, such as the class boundaries and the height. Ask students how these two features could be used to calculate the frequency. Support students to derive the relationship, frequency = frequency density × class width. Provide opportunities to estimate values within an interval, including estimating a value for the median by accumulating frequencies. Encourage students to express parts of the distribution as fractions and percentages once they have calculated the total frequency. Misconceptions and common errors • Students may believe the frequency is represented by the height of the bar rather than the area. • Students may use class midpoints rather than class boundaries when estimating values. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 6 Mathematical talk • What does the area of each bar represent? • Why is the height alone not enough to work out the frequency? • If you know the class width and the frequency density, how can you work out the frequencies? • How can you work out the frequency of each class from the histogram? • How can you work out the total frequency represented by the diagram? • How can you identify the class that contains the median? • If we know the total frequency, how can you find the fraction or percentage of the data that lies in a certain interval? • How can you estimate the median on a histogram? H National Curriculum links • {construct and interpret diagrams for grouped discrete data and continuous data, i.e. histograms with equal and unequal class intervals and cumulative frequency graphs, and know their appropriate use}","Students learn to interpret histograms by recognizing that the area of each bar represents frequency. They calculate frequency using the formula: frequency = frequency density × class width. Students estimate values within intervals, including the median, and express data as fractions and percentages. Address misconceptions, such as confusing bar height with frequency.",311,52,gpt-4o,559
2026-05-21T13:08:36,Year 10_14-15_Summer_Higher_Graphs and diagrams_7_Draw cumulative frequency diagrams,Draw cumulative frequency diagrams,"In this small step, students explore how cumulative frequency diagrams are constructed from grouped data. Begin by discussing how the total builds as we add on the frequency from each class interval and guide students to recognise that cumulative frequency represents a running total. Highlight that these totals are plotted at the upper boundary of the class interval. Ask students to discuss the shape of the diagram, noticing that it can rise or stay level but never fall. Highlight that a cumulative frequency diagram can be plotted with either a smooth curve or straight line segments. It can be helpful to demonstrate the plotting process under a visualiser so students can watch each step clearly as the cumulative frequency diagram is formed. Misconceptions and common errors • Students may plot cumulative frequencies at the midpoint of class boundaries instead of the upper boundaries. • Students may plot frequencies from a given table rather than a cumulative frequency. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 7 Mathematical talk • What does the cumulative frequency tell us about the data up to a given point? • How does adding each class frequency change the cumulative total? • Are cumulative frequency diagrams always plotted at the upper boundary? Explain your answer. • Can the shape of a cumulative frequency diagram show a decrease? Why or why not? • How are the plotted points joined? • What is the same and what is different between a frequency polygon and a cumulative frequency diagram? H National Curriculum links • {construct and interpret diagrams for grouped discrete data and continuous data, i.e. histograms with equal and unequal class intervals and cumulative frequency graphs and know their appropriate use}","Students learn to construct cumulative frequency diagrams from grouped data by plotting cumulative totals at the upper boundary of class intervals. These diagrams can rise or stay level but never fall, and are plotted with smooth curves or straight lines. Emphasize plotting cumulative frequencies correctly and address common errors, such as incorrect plotting points.",289,54,gpt-4o,528
2026-05-21T13:08:38,Year 10_14-15_Summer_Higher_Graphs and diagrams_8_Interpret cumulative frequency diagrams,Interpret cumulative frequency diagrams,"In this small step, students develop their understanding of cumulative frequency diagrams by interpreting the data shown. Remind students that each plotted point represents a cumulative total. Guide students to identify an estimate for the median and lower and upper quartiles by finding 25%, 50% and 75% of the total frequency and locating these values on the curve. Students then calculate the interquartile range by subtracting the lower quartile from the upper quartile. They should also be able to compare two cumulative frequency diagrams by considering the median and interquartile range and deduce what these comparisons indicate. Encourage accurate reading of values by drawing horizontal and vertical lines and discuss why this method is more reliable than estimating by eye. Misconceptions and common errors • Students may attempt to find quartiles using the horizontal axis instead of the cumulative frequency axis. • Students may read values directly from the curve without drawing horizontal and vertical lines, resulting in inaccuracies. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 8 Mathematical talk • What does each plotted point represent on a cumulative frequency diagram? • How do we know where to find 25%, 50% and 75% of the data? • Why are the values for the median, upper and lower quartiles only an estimate? • What does the interquartile range tell us about the distribution of the data? • What does the graph tell us about the value below which 10% of the data lies? • Why can’t the range be identified from a grouped frequency table or a cumulative frequency table? H National Curriculum links • {construct and interpret diagrams for grouped discrete data and continuous data, i.e. histograms with equal and unequal class intervals and cumulative frequency graphs and know their appropriate use} • interpret, analyse and compare the distributions of data sets from univariate empirical distributions through: appropriate measures of central tendency (including modal class) and spread {including quartiles and inter-quartile range}","Students interpret cumulative frequency diagrams by identifying the median and quartiles at 25%, 50%, and 75% of the total frequency. They calculate the interquartile range and compare diagrams using median and interquartile range. Emphasize accurate reading using horizontal and vertical lines. Address misconceptions like using the wrong axis or estimating values without lines.",329,53,gpt-4o,615
2026-05-21T13:08:39,Year 10_14-15_Summer_Higher_Graphs and diagrams_9_Box plots,Box plots,"In this small step, students learn how to represent the distribution of data sets by drawing box plots. Highlight that a box plot is formed from 5 values from a given data set: the median, the upper and lower quartiles and the minimum and maximum values. Use of a visualiser is recommended when modelling how to draw a box plot. Students can also explore the relationships between data represented on a cumulative frequency diagram and a box plot and identify quartiles carefully before drawing a box plot. Misconceptions and common errors • Students may misinterpret scales when drawing box plots. • Students may not recognise that they need to calculate missing values needed to draw a box plot. For example, if they are given the range and the lowest value, they need to work out the maximum value. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 9 Mathematical talk • What five key values do we need to know to draw a box plot? • Which line segment represents the median? • What does the length of the box represent? • How does the box plot show the spread that we see on the cumulative frequency graph? • How can we use a cumulative frequency graph to find the median and the upper and lower quartiles? • Why is it important to read values accurately from the scale? • How can we check that our box plot matches the information from the cumulative frequency graph? • How can we calculate the interquartile range from the box plot? H National Curriculum links • Interpret, analyse and compare the distributions of data sets from univariate empirical distributions through: appropriate graphical representation involving discrete, continuous and grouped data, {including box plots}","Students learn to represent data distributions by drawing box plots using five key values: median, upper and lower quartiles, and minimum and maximum values. They explore relationships between cumulative frequency diagrams and box plots, identifying quartiles accurately. Emphasis is on avoiding scale misinterpretations and calculating missing values.",294,47,gpt-4o,541
2026-05-21T13:08:40,Year 10_14-15_Summer_Higher_Graphs and diagrams_10_Compare distributions using box plots (E),Compare distributions using box plots (E),"In this small step, students learn how to compare distributions using box plots. Remind students that a box plot summarises a data set using the minimum, lower quartile, median, upper quartile and maximum values, allowing two or more distributions to be compared quickly on the same scale. Emphasise that comparisons should focus on a measure of average (median) and spread (range or interquartile range). Highlight that the relative positions of the medians can be used to decide which data set has the higher typical value. Encourage students to compare lengths of the boxes to judge differences in the interquartile ranges and discuss which data set shows greater consistency. Highlight the importance of using the same continuous scale so that comparisons are valid. Misconceptions and common errors • Students may draw incorrect conclusions, for example interpreting a larger range as an average or vice versa. • Students may incorrectly interpret the interquartile range or range, for example thinking a larger interquartile range is ‘better’. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 10 Mathematical talk • How do the positions of the medians help you compare trends in data sets? • Why is analysing the medians alone not enough to compare two data sets? • Which distribution shows a greater spread of data? How do you know? • How do the interquartile ranges compare? • What does a smaller interquartile range reveal about the spread of the middle half of the data? • How can you tell which data set is more consistent? • What do the “whiskers” tell you about the extremes in each data set? • What is the difference between the range and the interquartile range? Which of these measures might be affected by an outlier? H National Curriculum links • Interpret, analyse and compare the distributions of data sets from univariate empirical distributions through: appropriate graphical representation involving discrete, continuous and grouped data, {including box plots} E","Students learn to compare distributions using box plots, summarizing data with minimum, lower quartile, median, upper quartile, and maximum values. Focus on comparing medians for typical values and box lengths for interquartile ranges to assess consistency. Ensure comparisons use the same scale. Address misconceptions like confusing range with average or misinterpreting interquartile range significance.",326,54,gpt-4o,617
2026-05-21T13:08:51,Year 10_14-15_Summer_Higher_Vectors_1_Understand and represent vectors,Understand and represent vectors,"In this small step, students develop their understanding of vectors beyond the context of translating shapes, which they previously encountered in Year 9. This step will focus on interpreting column vectors and representing vectors as diagrams. Remind students that the top number in a column vector represents the horizontal direction, while the bottom number represents the vertical direction. It is important that students understand that a vector shows both direction and magnitude. The role of the arrow should also be emphasised, as it indicates the start point, end point, and direction of the vector. Comparing similar vectors can help to reinforce this understanding, for example by comparing 3 4 -   and -3 4   . Misconceptions and common errors • Students may neglect to draw arrows on vectors. • Students may draw arrows in the wrong direction on vectors. • Students may misinterpret column vectors, such as reading 2 4 -   as ‘2 up and 4 left’ rather than ‘2 right and 4 down’. Year 10 | Summer term | Block 3 – Vectors | Step 1 Mathematical talk • What is the same and what is different about a translation and a diagram representing a vector? • Which value represents the horizontal direction? • Which value represents the vertical direction? • What does the arrow show? • Explain what the vector 4 1 -   represents. • Where does the vector start and end? Explain how you know. • How do you know which direction to draw the arrow? • What is the same and what is different about the vectors -2 5   and 2 5 -   ? • Is it possible to draw a vector without an arrow? Explain your answer. H National Curriculum links • Describe translations as 2D vectors • Apply addition and subtraction of vectors, multiplication of vectors by a scalar, and diagrammatic and column representations of vectors; {use vectors to construct geometric arguments and proofs}","In this step, students deepen their understanding of vectors by interpreting column vectors and representing them as diagrams. Emphasize that the top number indicates horizontal direction, the bottom number vertical direction, and the arrow shows direction and magnitude. Address common errors, such as incorrect arrow direction or misinterpreting vector components.",331,50,gpt-4o,615
2026-05-21T13:08:52,Year 10_14-15_Summer_Higher_Vectors_2_Vector notation,Vector notation,"In this small step, students build on their understanding of vector representations as column vectors and directed line segments by introducing notation for labelling vectors. Different conventions should be introduced, such as writing a vector as AB , emphasising that this represents the vector from A to B. Comparing related vectors can further deepen understanding of vectors as movements between points, for example by comparing AB with BA . Students should also be given opportunities to work with vectors labelled using bold letters, such as a or x. Misconceptions and common errors • Students may misinterpret vectors, for example reading XY as YX . • Students may neglect to draw arrows on the vectors or draw arrows in the wrong direction. • Students may neglect to label vectors. For example, not labelling ‘E’ and ‘F’ on either end of a line segment to represent the vector EF . Year 10 | Summer term | Block 3 – Vectors | Step 2 Mathematical talk • What is the significance of the order of the letters in the vector AB ? How does this differ from the vector BA ? • Do the letters describing a vector always have to be in alphabetical order? Explain how you know. • If vector a = 3 4   what would –a represent? Explain how you know. • How can two vectors have the same magnitude but different directions? Write an example. • If CD = 2 3  , how would you represent CD on a grid? • If CD = 2 3  , how would you represent DC on a grid? H National Curriculum links • Describe translations as 2D vectors • Apply addition and subtraction of vectors, multiplication of vectors by a scalar, and diagrammatic and column representations of vectors; {use vectors to construct geometric arguments and proofs}","Students learn vector notation, labeling vectors like AB to represent movement from A to B, and comparing vectors such as AB and BA. They practice using bold letters for vectors and address common errors like incorrect labeling or direction. Discussions include vector order significance, non-alphabetical labeling, and vector representation on grids.",308,51,gpt-4o,573
2026-05-21T13:08:53,Year 10_14-15_Summer_Higher_Vectors_3_Vectors multiplied by a scalar,Vectors multiplied by a scalar,"In this small step, students explore vectors that are parallel to each other. Introduce students to the concept of a scalar, emphasising that it is the value by which a vector is multiplied. Students should recognise that when one vector is a scalar multiple of another, the two vectors are parallel. Begin by using diagrams to represent different vectors, for example by comparing a and 2a on a grid, highlighting that both are parallel and that 2a is twice the magnitude of a. This can then be used to build towards multiplying column vectors by a scalar. Emphasise that both the horizontal and vertical components of a column vector are multiplied by the scalar. Students should also have opportunities to explore the effect of multiplying vectors by negative scalars; for example, multiplying by –1 reverses the direction of a vector. Misconceptions and common errors • Students may make arithmetic errors, particularly when calculating with negative numbers. • Students may neglect to multiply both values in a column vector by the scalar. Year 10 | Summer term | Block 3 – Vectors | Step 3 Mathematical talk • What is the same and what is different about parallel vectors? • Can two vectors be parallel but not equal in magnitude? Explain how you know. • How do we know if one vector is a multiple of the other? • What is a scalar? • What is the effect of multiplying a vector by a negative scalar? • How does multiplying a vector by a scalar change its magnitude? Does it ever change its direction? H National Curriculum links • Describe translations as 2D vectors • Apply addition and subtraction of vectors, multiplication of vectors by a scalar, and diagrammatic and column representations of vectors; {use vectors to construct geometric arguments and proofs}","Students explore parallel vectors and the concept of a scalar, which is a value multiplying a vector. Recognize that vectors are parallel if one is a scalar multiple of another. Use diagrams to illustrate this and practice multiplying column vectors by scalars, including negative scalars, which reverse direction. Address common arithmetic errors and misconceptions.",301,54,gpt-4o,562
2026-05-21T13:08:54,Year 10_14-15_Summer_Higher_Vectors_4_Add vectors,Add vectors,"In this small step, students learn how to add column vectors. Remind students that a vector has a horizontal component and a vertical component and that these components can be represented as column vectors. Emphasise that when adding two vectors, the resultant vector is found by adding the horizontal components together and the vertical components together. As with previous steps, visual representations of addition of vectors can help students to build a deeper understanding. Provide opportunities to draw vector diagrams to show how one vector follows another, making the connection between the geometric path and the numerical calculation. Once learning is secure move on to more abstract calculations, such as adding two column vectors. Misconceptions and common errors • Students may make arithmetic errors, particularly when using negative numbers. • Students may draw vectors incorrectly, such as drawing arrows facing the wrong direction. Year 10 | Summer term | Block 3 – Vectors | Step 4 Mathematical talk • What does each number in a column vector represent? • What does ‘resultant vector’ mean? • How can we represent adding vectors on a grid? • How do we identify the resultant of two vectors? • How do we add two column vectors together? • How can a diagram help us understand what the calculation is showing? • Does the order matter when we add two vectors? Explain your reasoning. • Why do we add the horizontal components and add the vertical components to find the resultant vector? • What happens if we add vector a to vector –a? H National Curriculum links • Describe translations as 2D vectors • Apply addition and subtraction of vectors, multiplication of vectors by a scalar, and diagrammatic and column representations of vectors; {use vectors to construct geometric arguments and proofs}",Students learn to add column vectors by combining their horizontal and vertical components. Emphasize visual representations and vector diagrams to connect geometric paths with numerical calculations. Address common errors such as arithmetic mistakes with negatives and incorrect vector drawings. Discuss the meaning of resultant vectors and the process of vector addition.,296,51,gpt-4o,546
2026-05-21T13:08:56,Year 10_14-15_Summer_Higher_Vectors_5_Add and subtract vectors,Add and subtract vectors,"In this small step, students deepen their understanding of arithmetic with vectors by learning how to subtract vectors. As with previous steps, representing vector subtraction using diagrams is a helpful approach before introducing formal written methods. This can be introduced by considering equivalent calculations, such as a – b and a + (–b). Once students are confident, they can practise adding and subtracting vectors abstractly. If appropriate, challenge students to solve problems that combine operations such as multiplication with addition or subtraction, for example, 2 × 3 4   + 2 5 -  . Misconceptions and common errors • Students may make arithmetic errors, particularly when using negative numbers. • Students may struggle to represent vector subtraction problems as diagrams. • Students may neglect one of the values in a column vector when multiplying by a scalar. For example, writing –1 × 3 5 -   = - - 3 5  . Year 10 | Summer term | Block 3 – Vectors | Step 5 Mathematical talk • What does the arrow on a vector indicate? • What is the relationship between b and –b? • Is a – b the same as a + (–b)? Explain how you know. • How would a diagram representing a + b differ from a – b? • How can we identify vector addition on a diagram? • How can we identify vector subtraction on a diagram? • How do we subtract two column vectors? • Does the order matter when we subtract two vectors? Why or why not? • Can the subtraction of two vectors create a resulting vector longer than both original vectors? Explain how you know. H National Curriculum links • Describe translations as 2D vectors • Apply addition and subtraction of vectors, multiplication of vectors by a scalar, and diagrammatic and column representations of vectors; {use vectors to construct geometric arguments and proofs}","Students learn vector subtraction, using diagrams before formal methods, and explore equivalent calculations like a – b and a + (–b). Practice includes abstract addition and subtraction, and combining operations such as multiplication. Address common errors with negative numbers and scalar multiplication. Discuss vector relationships, diagram representation, and the impact of order in subtraction.",318,54,gpt-4o,602
